# level_assignment log_likelihood tiebreaker ID
169 -2.984367008923847152e+03 3.442110707417207066e-02 3
182 -2.903467402401121035e+03 3.466391059888862536e-01 1
170 -2.978143378430574558e+03 4.792836110146527773e-01 3
177 -2.934463036069788359e+03 5.586661414791042057e-01 4
182 -2.896561911652446724e+03 5.037823604041014036e-01 1
175 -2.947464560035964496e+03 4.871465449462867858e-01 0
174 -2.954846184686789456e+03 5.283474205902521231e-02 3
179 -2.926075730931138423e+03 7.379697131751872252e-01 0
150 -3.078658731721238837e+03 3.426131784548822751e-02 2
182 -2.908594117704091332e+03 9.643634241525060879e-01 1
171 -2.973682806115045423e+03 1.331422681827554300e-02 3
181 -2.918898462309234674e+03 3.238484265727261668e-01 0
153 -3.069480706827409904e+03 2.742298535457314834e-01 2
156 -3.053137674233078087e+03 7.334651260276415785e-01 2
180 -2.911892027700896051e+03 5.787220642566231164e-03 1
172 -2.967063747578209131e+03 4.381119065894499287e-01 3
180 -2.922614817670076263e+03 9.304981945123327325e-01 0
181 -2.915741201055063812e+03 6.738563996324584693e-01 0
151 -3.085117732034019809e+03 1.376168549133630591e-02 2
153 -3.059097281896096320e+03 6.079641256286762996e-01 2
183 -2.908270038901235239e+03 3.108144052483899911e-01 1
179 -2.924320821096001964e+03 7.638331358663154047e-01 4
153 -3.052702413794227141e+03 8.859038480636831636e-01 2
180 -2.920930478558592768e+03 7.052936470651820500e-01 4
179 -2.925815526161292837e+03 7.016990718157736229e-01 4
151 -3.062941391410063716e+03 4.670060506075803808e-01 2
178 -2.929146371919688590e+03 8.302316590520764095e-02 0
156 -3.061450653598996723e+03 7.905280545719650664e-01 2
184 -2.899399352301492399e+03 7.363370723866861089e-01 1
173 -2.952720262742913746e+03 5.774935206940793320e-01 3
184 -2.905395645126345698e+03 9.936214831761325250e-01 1
182 -2.912622379901512431e+03 9.674458440820835614e-01 4
152 -3.064286012331190705e+03 4.102087476548653688e-01 2
156 -3.045026504635377023e+03 7.577259556680608910e-01 2
183 -2.909496836826013350e+03 1.000880549087450749e-01 1
182 -2.913721936621324858e+03 5.420102259496584196e-02 4
170 -2.969170185873250375e+03 6.235984950556600070e-01 3
180 -2.915190588661360835e+03 7.089866958359385407e-01 0
184 -2.902926504452103018e+03 6.872409060373593226e-01 1
157 -3.055951095138681012e+03 7.654147298869571348e-01 2
156 -3.062368838711566696e+03 2.520566975414041400e-01 2
172 -2.967648956957098562e+03 3.473648712852581699e-01 3
181 -2.917355344966174016e+03 2.946935017045422267e-01 4
173 -2.958954700876339302e+03 8.771789042107712708e-01 3
178 -2.928565668862002894e+03 9.663534095318987438e-01 4
178 -2.934226398741587218e+03 7.600689413976650100e-01 0
178 -2.931360343608391304e+03 9.839287990905393189e-01 0
160 -3.032499786016512189e+03 1.232778016128871501e-01 2
182 -2.906053912022595796e+03 5.260285710204772869e-01 1
184 -2.901346515896017536e+03 6.856773643530947870e-01 1
178 -2.933671824390571601e+03 5.578597849551388821e-01 0
182 -2.912145516908385616e+03 5.664399458988531588e-01 1
176 -2.941385988838841968e+03 6.788381463180925834e-01 3
178 -2.933000140626765187e+03 2.556474447112516701e-01 0
182 -2.912117337528052303e+03 6.867630989869432101e-01 1
157 -3.047733199567663178e+03 7.899412893382553591e-01 2
180 -2.922521256270360936e+03 9.709501575338137513e-01 4
160 -3.037973313174427858e+03 4.812372155546723596e-01 2
174 -2.956546056904895522e+03 7.381444615616317151e-02 3
184 -2.903686348187698059e+03 6.854332886476992570e-01 1
185 -2.899724974165473668e+03 8.572723248988248779e-01 1
184 -2.902281325509020462e+03 1.763073058745807664e-01 1
159 -3.042645394161183503e+03 8.796723985356464937e-01 2
185 -2.892779991881471233e+03 2.480820117060096863e-01 1
174 -2.956108130206415808e+03 1.893490363889843708e-01 3
169 -2.964518603673527650e+03 5.611170274572468974e-01 3
157 -3.047705670760933572e+03 3.977231961367261315e-01 2
183 -2.909575225048891298e+03 7.638157969085793697e-01 0
160 -3.039114230684156610e+03 8.014223626811586842e-02 2
154 -3.059977969036403920e+03 5.865521431438365241e-01 2
172 -2.967845649474816582e+03 5.033904972436424874e-01 3
181 -2.918397685674879540e+03 1.900192528610280401e-02 4
178 -2.925752985045944115e+03 3.287236774604380685e-01 0
177 -2.935167157792164289e+03 3.771495794249326572e-01 1
179 -2.922501991096794882e+03 8.078587111381625441e-01 4
177 -2.921819957184975465e+03 2.259189108243913058e-01 0
162 -3.020252517842838643e+03 7.758642592446776121e-01 2
183 -2.904852659481211504e+03 1.463516076292485923e-01 1
160 -3.021772625382649949e+03 2.658936007694503445e-01 2
183 -2.905134549457083267e+03 4.266549084785697388e-01 1
180 -2.922999239923718505e+03 1.306105842987408672e-01 4
171 -2.973899298767216351e+03 9.715950323927486920e-01 3
157 -3.051489644142065117e+03 6.770819212095575967e-02 2
171 -2.972224626302353499e+03 2.951677994728376664e-01 3
157 -3.056264769666089705e+03 9.555945422613758289e-02 2
175 -2.944873244689871171e+03 3.404113387150078940e-01 0
167 -2.993783913623590706e+03 7.374791423288971082e-01 3
155 -3.062503699054849221e+03 9.754674368425544362e-01 2
173 -2.961052775063544686e+03 8.623083545050277410e-01 4
177 -2.937557455826834939e+03 6.545587993043977537e-01 0
158 -3.047256828662034877e+03 6.978401007706073189e-01 2
169 -2.983890044280190523e+03 4.119970972709090518e-01 3
174 -2.944438349105485031e+03 7.098898412080315579e-01 0
171 -2.973601825795505647e+03 7.377847144933844525e-01 3
162 -3.021288936644356909e+03 7.797200081741402222e-01 2
171 -2.973809772742394216e+03 6.542744712267133389e-01 3
169 -2.982219575805758723e+03 7.623971053413427512e-01 3
161 -3.024980079825918438e+03 4.885299488262457857e-01 2
174 -2.951809330722837331e+03 2.368896375344481664e-01 0
173 -2.961246530913335846e+03 8.956595634243443016e-02 0
184 -2.899645782613652955e+03 8.655708497687802927e-01 1
175 -2.949081532674430491e+03 8.431362908588537763e-01 0
174 -2.951867841168071209e+03 2.459401527959806377e-01 0
177 -2.937844782575176396e+03 8.113348571402339005e-01 0
175 -2.940618989942432563e+03 1.036710459992681299e-01 0
158 -3.049303152936394326e+03 6.007673042075030168e-01 2
174 -2.942995571365210708e+03 3.503771618086787831e-01 4
184 -2.883657040282140315e+03 1.440114307069256805e-01 1
154 -3.056302738596047220e+03 1.972278173385387245e-01 2
172 -2.963507034005934202e+03 7.747383226854924754e-01 3
177 -2.937360615015251824e+03 5.548030457145812777e-01 4
177 -2.939025456562505497e+03 7.581326735443794096e-01 1
159 -3.044389051393743102e+03 7.847154225529706650e-01 2
180 -2.911259707241498290e+03 2.300748712119173311e-01 1
156 -3.049897220518274480e+03 1.247971416757136659e-01 2
170 -2.949313896954962729e+03 1.208431904813371816e-01 3
181 -2.911708629320698492e+03 8.684685926263182587e-01 4
181 -2.917138434725723982e+03 1.355866499676500470e-01 4
158 -3.048667945698171025e+03 1.354149297417674980e-01 2
180 -2.920644573134563871e+03 5.044114988257755172e-01 4
180 -2.908945899199115956e+03 6.744841673608090726e-01 0
185 -2.887666003716538398e+03 7.285894457207018338e-01 1
155 -3.066818783474654992e+03 9.181787982631263167e-01 2
178 -2.930186627339703591e+03 4.340872876904839361e-01 4
177 -2.935542417382495842e+03 7.320426805577948670e-01 3
182 -2.908006814472359565e+03 5.366933547870100796e-03 1
179 -2.917951987137005744e+03 2.262005131160416127e-01 0
156 -3.062394090462942586e+03 3.661587308548490682e-01 2
181 -2.906822935312442496e+03 4.844094184553148219e-01 0
178 -2.934387418579447512e+03 2.002530087589491914e-01 4
181 -2.918422937430415004e+03 3.338276325521132293e-01 1
176 -2.942400437929737564e+03 8.149303517666943719e-01 4
154 -3.071038679362622133e+03 8.714836968731466682e-02 2
180 -2.923036349367091134e+03 4.052737863315983291e-01 0
182 -2.906568668810712552e+03 6.886794127137185750e-02 0
176 -2.939916214341049454e+03 6.438495898610212542e-01 3
182 -2.912567061071306853e+03 5.647868728048306419e-01 0
178 -2.920592041564586907e+03 5.630160935134601585e-01 1
168 -2.988627103442983753e+03 8.178556560168228629e-01 4
178 -2.933938323999317163e+03 4.514797511850170975e-01 3
180 -2.904838503056924765e+03 1.910659924012303446e-02 0
184 -2.904933000384206025e+03 6.012021762866035512e-01 1
182 -2.913497347357415038e+03 6.614891310493016263e-01 3
184 -2.901159419669592353e+03 7.389507069128944394e-01 1
153 -3.073211272957140864e+03 3.836456715922681449e-01 2
177 -2.935914713649677651e+03 5.844258423599941743e-01 4
185 -2.895366014789917244e+03 2.078623752312190598e-01 1
157 -3.055181085940055709e+03 9.349369820530650799e-01 2
177 -2.929283041809268070e+03 4.705552573154907492e-01 4
185 -2.898949163827446228e+03 3.230970966795767008e-01 1
154 -3.073790271143923292e+03 4.615470587064983699e-01 2
174 -2.953696822651897492e+03 5.811766879820901011e-01 4
185 -2.898726297540726591e+03 7.351256975710254160e-01 1
184 -2.897926741265561759e+03 1.326632728839450825e-01 0
169 -2.954903754437088992e+03 6.838809917743314815e-01 3
170 -2.976503401856758956e+03 4.439023292482057181e-01 4
155 -3.068752086781492380e+03 2.114562575171925474e-01 2
176 -2.939169888981157783e+03 3.658105356116532758e-01 3
175 -2.938291732490724826e+03 2.194630389004227911e-01 3
165 -2.998303400724174026e+03 8.409339174879273404e-01 4
186 -2.889703124255564489e+03 8.544143171438136619e-01 1
169 -2.972101870924433115e+03 3.260319197200385322e-01 4
170 -2.978139444656923388e+03 3.580150556371579640e-01 4
170 -2.979261292102684365e+03 7.927097655858972303e-03 3
156 -3.057163413612824115e+03 8.658022959548261621e-02 2
174 -2.954417915606255974e+03 4.326271385301863059e-01 3
186 -2.892414612297459826e+03 7.287714127294496747e-01 0
185 -2.894757255861727117e+03 7.653719792117844589e-01 0
186 -2.889911708264633035e+03 5.975156137692394509e-01 0
157 -3.052900989100618972e+03 8.187930481432292851e-02 2
186 -2.893605975644405589e+03 4.405408817806790722e-01 0
185 -2.897978614907679912e+03 2.711656159150352963e-01 0
179 -2.925011280954301583e+03 1.313893923536685326e-01 4
177 -2.930434256947854010e+03 1.503512845070642534e-01 4
174 -2.953586379101085186e+03 8.219097323685709000e-02 3
179 -2.925779722215540460e+03 6.444548802367622287e-02 4
184 -2.894597776027658256e+03 1.210223118432002115e-01 0
186 -2.893894042441318106e+03 8.070967343242452241e-02 1
176 -2.942647364152129740e+03 3.267672841380369064e-01 3
154 -3.072238038968080218e+03 2.879647104355255727e-01 2
185 -2.882767986024772654e+03 8.656862651114458629e-01 1
187 -2.885476273583898546e+03 4.761925330782163512e-01 1
186 -2.893240162487426915e+03 2.398466078581806826e-01 0
174 -2.955221276780397602e+03 9.129999402036432787e-01 3
184 -2.901422532258191950e+03 4.361628798645288407e-01 0
175 -2.945632204137866211e+03 7.969467814493621516e-01 3
178 -2.933249189787469732e+03 5.172044899748442504e-01 4
153 -3.078272526262131578e+03 5.643417926231490966e-01 2
186 -2.894132312873777664e+03 9.531119115874693293e-01 1
149 -3.107291423140455663e+03 3.843075292697815948e-02 2
185 -2.889497006991236958e+03 5.801960804952782658e-01 0
179 -2.924705517746217993e+03 3.112376338471537496e-01 3
185 -2.889563387334558229e+03 5.351479415591660072e-01 1
179 -2.926353728112840145e+03 9.302449212297255743e-01 4
178 -2.931962733075361939e+03 8.527165049141460784e-01 4
182 -2.904461194935855929e+03 3.995834042531799524e-01 0
178 -2.931168730116404276e+03 8.765226789929396745e-01 4
149 -3.108072084725025888e+03 5.440020633933567717e-01 2
183 -2.903476313817989649e+03 1.105861172489642497e-01 0
183 -2.910083945621950988e+03 8.520966405481303907e-01 1
173 -2.941015021560152491e+03 1.742105141237391963e-01 4
173 -2.945436344678566456e+03 9.799071933033491888e-01 3
176 -2.943274635812031647e+03 8.886923758992029132e-01 3
183 -2.900647519171592648e+03 5.438515170434996548e-01 0
184 -2.905451654682832668e+03 7.715926903808500992e-01 0
150 -3.098245251666608965e+03 7.316337915660233726e-01 2
170 -2.976655034322083338e+03 1.733543447521501690e-01 3
150 -3.097265935487766001e+03 3.802627784219531626e-01 2
147 -3.127822787493371379e+03 4.405646871378613438e-01 2
146 -3.086945610170347209e+03 3.600879277548463264e-01 2
181 -2.915903922008109475e+03 5.364461673493465810e-01 1
179 -2.926462925106759030e+03 2.637094609426696157e-01 0
180 -2.923044742912116362e+03 3.932850470638136198e-01 0
173 -2.961676142668265584e+03 7.623165379853054091e-01 3
151 -3.092597552789959991e+03 7.473383975132246171e-01 2
173 -2.958169917366320078e+03 4.801120067986687778e-01 3
187 -2.887223257723939241e+03 3.080671643736309639e-01 1
152 -3.082979721265827720e+03 2.079312137032278685e-01 2
178 -2.933570677795839401e+03 4.823281029625055005e-01 0
184 -2.894502202007701271e+03 6.815650754730104843e-01 1
174 -2.953907078128610465e+03 1.443620689397552004e-01 3
187 -2.889503994585726105e+03 9.262560482925622507e-01 1
152 -3.079057994355467599e+03 6.028925541479805972e-01 2
172 -2.958588279555203826e+03 8.276760705493405590e-01 3
171 -2.963740947814225819e+03 6.995911934421992218e-01 3
154 -3.065173142373751034e+03 3.213403932452317258e-01 2
179 -2.921926613628610539e+03 2.388212703237275747e-01 0
154 -3.067990936956573933e+03 6.100975639062838907e-01 2
154 -3.072420971437639309e+03 1.897999923125155419e-01 2
177 -2.936974386671698085e+03 1.594064275765121330e-01 0
185 -2.899979443573439767e+03 7.037504038527916395e-01 1
173 -2.961412492175811167e+03 7.907776827964880795e-01 3
181 -2.915420546334050414e+03 3.805333769142935779e-02 4
182 -2.909874841245878997e+03 6.841961343098608150e-01 4
183 -2.907089514570631763e+03 4.500108153714619391e-02 4
187 -2.888825291920289601e+03 7.889256578739565207e-01 1
150 -3.091629534952036920e+03 5.036848664849791213e-01 2
176 -2.942350154042448139e+03 4.751571536366904214e-01 3
186 -2.891509564294437496e+03 9.040576272904878863e-01 1
177 -2.937929504014691247e+03 3.659367629769230135e-01 3
186 -2.888275744444726115e+03 8.731020756007232819e-01 4
178 -2.933893550900949776e+03 8.141037960079673397e-01 0
188 -2.885114622303913166e+03 1.812037342794663997e-01 4
182 -2.902536832870830040e+03 8.142298131496902291e-01 1
149 -3.096991499429972464e+03 7.601120195632340426e-01 2
175 -2.943079839205426651e+03 8.629759928616328457e-01 3
174 -2.947253394800046408e+03 4.018027478495393434e-01 3
179 -2.925184644443506386e+03 7.005926307986077850e-01 0
174 -2.951337673659978464e+03 7.951468872048224057e-01 3
174 -2.953964906778830027e+03 3.079242730568415576e-01 3
188 -2.881494930599261352e+03 2.051272330117368814e-01 1
146 -3.125599813442654977e+03 5.521703217943452202e-01 2
180 -2.922663218855811920e+03 7.741714603997971178e-01 0
187 -2.890765504136368691e+03 4.687545932119651509e-02 4
174 -2.953917733284517908e+03 8.874038270157846853e-02 3
188 -2.882730518696870604e+03 6.575209280961509251e-01 1
182 -2.912912536177387665e+03 6.875175936871240623e-01 0
186 -2.887957760056475308e+03 8.222384012713335188e-01 1
150 -3.100131450212386881e+03 1.613863605894967357e-01 2
187 -2.889270395491181262e+03 4.094658725474564775e-01 4
185 -2.896324988242191921e+03 8.735159572012398677e-01 1
181 -2.912130499167593371e+03 7.033449205180343222e-01 0
182 -2.908764989482880992e+03 2.019524233604137464e-01 1
145 -3.142565254574779374e+03 7.149216185544738922e-01 2
174 -2.956610226640834753e+03 2.380964623686809833e-02 3
187 -2.889244636390642881e+03 9.741983721107214667e-01 4
175 -2.941432810735489511e+03 9.423908401791096512e-02 3
185 -2.881860825485733585e+03 2.848349301197918848e-01 4
143 -3.160400079809625822e+03 7.250344960392042515e-02 2
187 -2.890623321886952453e+03 8.859120645017138918e-01 4
188 -2.872305884835413963e+03 3.542003640447188850e-01 4
173 -2.958656495659904067e+03 2.155825977981775665e-01 3
144 -3.152845943972004079e+03 4.823528062454313092e-01 2
172 -2.957229337334340926e+03 2.172618754645776473e-01 3
184 -2.904995442186904711e+03 7.459094252193170238e-01 0
183 -2.908340301586650185e+03 3.659485036237562494e-01 4
187 -2.886852625647394234e+03 8.649025873971049050e-01 4
172 -2.954494390093874699e+03 2.702912490314008931e-01 3
178 -2.928425834623869832e+03 1.015706576709524966e-01 0
189 -2.878300033454547247e+03 9.824535104761544790e-02 4
176 -2.941837911369201720e+03 5.659424679100202304e-01 0
148 -3.109681749857843897e+03 2.972072430955015609e-01 2
148 -3.108955154697823673e+03 9.671115517994288702e-02 2
185 -2.897834935850281909e+03 5.309540576310283200e-01 4
150 -3.097756010503535435e+03 2.832134395662109227e-01 2
189 -2.882402110354013075e+03 5.213632129106393620e-02 1
187 -2.888412808481850334e+03 1.927890721186003020e-01 1
183 -2.901558225173297615e+03 3.384288985961251828e-01 0
185 -2.890822248147251230e+03 9.875262100748898320e-01 1
176 -2.943454254254897478e+03 5.185124369940048439e-01 3
187 -2.881791629520667811e+03 1.174712923109982043e-01 4
189 -2.882004846995338994e+03 7.451085229082003991e-01 1
189 -2.873253772675430810e+03 6.246409185509523843e-01 4
173 -2.938925136989898419e+03 7.203187639781409857e-01 3
174 -2.951481208410638828e+03 5.285305656976717614e-01 3
189 -2.875193599141789946e+03 3.605202555335531578e-01 4
144 -3.155094846878459975e+03 3.541450650851632465e-01 2
178 -2.932293576736572959e+03 5.525668062203118458e-01 3
187 -2.890657519799071906e+03 3.277541093246781334e-01 4
181 -2.916099799033013824e+03 7.071365464572965109e-02 0
184 -2.901847967749679810e+03 7.958764919215538525e-01 1
190 -2.876793730421056807e+03 3.905119072244304101e-01 4
189 -2.879348256942523676e+03 3.024227116118382019e-01 4
190 -2.872915066174492495e+03 4.094497373778657190e-01 1
189 -2.878683731639191592e+03 6.321501974481552599e-01 4
190 -2.873223399053939374e+03 3.568686448632846786e-01 1
180 -2.920234842315695460e+03 4.896205488719930776e-01 3
188 -2.886937164115825453e+03 4.323302654073326035e-01 1
189 -2.878422545901768899e+03 3.120659841726767247e-01 1
190 -2.875987361374234752e+03 6.764747177343705120e-01 4
179 -2.927912113361169759e+03 2.010174130216176858e-01 3
146 -3.137140597465704559e+03 1.402209608314438360e-01 2
188 -2.877021994687770530e+03 9.349805969291570262e-01 4
190 -2.867915540627680002e+03 8.039080737090245066e-01 1
185 -2.888484092411212259e+03 1.460913034981912162e-01 1
184 -2.894659695365548032e+03 8.393484330805253690e-02 1
179 -2.924167610802758190e+03 8.516579763247956736e-01 3
145 -3.145153067363398350e+03 3.716916877401850172e-01 2
187 -2.882927976146947913e+03 3.610372867227145122e-01 4
189 -2.881407428817523396e+03 4.116736970851687105e-01 4
190 -2.875399196999131163e+03 4.689504887461998922e-02 1
145 -3.149208967335502621e+03 1.063804858358737560e-01 2
189 -2.879583340779483478e+03 3.032791956013916601e-01 1
189 -2.880652387721206196e+03 4.768913423509709704e-01 4
189 -2.880872034239731875e+03 6.234421075319218630e-02 4
186 -2.893832514615310174e+03 7.607596599902741730e-01 4
173 -2.945953883133471663e+03 3.855147207336280246e-01 3
184 -2.898068720015257895e+03 4.238543407866022239e-01 4
177 -2.935264645524378466e+03 9.388280298674804847e-01 3
143 -3.151906068964796759e+03 5.832602771323438517e-01 2
178 -2.933801158367524749e+03 6.483745666809994646e-01 3
189 -2.882593861845603897e+03 6.464601311813957807e-01 1
175 -2.950031287341720599e+03 9.729680493065478997e-01 3
178 -2.934479850633895694e+03 8.680676569269993870e-01 3
190 -2.873109039603277779e+03 9.091357996327489310e-01 1
188 -2.885387134500940192e+03 5.087000376447243788e-01 4
183 -2.905991391120228400e+03 3.519871557130495598e-01 0
140 -3.203601444012580032e+03 8.787461393980441349e-01 2
190 -2.872841800504000275e+03 7.221548960486885438e-01 1
181 -2.918752439255761601e+03 3.851724351678978975e-01 3
191 -2.871829941374276586e+03 4.985203689059232168e-01 4
177 -2.926934007555377775e+03 7.696428400044417195e-01 3
181 -2.910395882731639176e+03 1.309910115387284968e-01 0
187 -2.890195211809078046e+03 4.456717571613307283e-01 4
191 -2.872579198993747923e+03 6.399315513974848102e-01 1
184 -2.899845101959981548e+03 9.063585604859609735e-01 0
190 -2.861067334568517254e+03 7.943526336095925178e-01 1
140 -3.195556057097932353e+03 8.556733230481907704e-01 2
185 -2.898395304086587203e+03 4.222517948479883598e-01 4
189 -2.880925041527937537e+03 9.213992469274860930e-01 1
188 -2.877736548438233058e+03 1.095937628091742111e-01 1
187 -2.883906276763772439e+03 7.689509835874657195e-01 4
178 -2.932773540402135950e+03 4.450147300842322018e-01 3
188 -2.876013576333767560e+03 6.481444473601916112e-01 4
144 -3.122115102357022351e+03 9.376120701897132648e-01 2
148 -3.115311860957252975e+03 7.873469309078746647e-01 2
190 -2.872318520154736689e+03 4.856890057381209047e-01 1
190 -2.865889237067830436e+03 4.653311132049632315e-01 1
146 -3.119967089604377179e+03 6.778813598715660582e-01 2
188 -2.880950036287110379e+03 4.487659832832706641e-01 1
190 -2.876426203992793489e+03 2.473743488734137241e-01 4
178 -2.929814647322144538e+03 1.019068645036219772e-01 0
179 -2.927540752905591944e+03 1.148111400504861629e-01 0
191 -2.859072326701096245e+03 7.725187440266042538e-01 1
176 -2.938886992707967693e+03 9.690277235447122273e-01 0
148 -3.114248262758594137e+03 4.969100097497035351e-03 2
190 -2.877196289398071258e+03 8.793935936622291338e-01 4
192 -2.864745693972382469e+03 8.924105643552888711e-01 1
177 -2.929128196707664756e+03 4.647098117346910584e-01 0
192 -2.867346245097690371e+03 9.521959904809689235e-01 1
177 -2.935199199096006396e+03 3.331464398631830970e-01 3
178 -2.931948799678996238e+03 6.040415670167700313e-01 0
146 -3.124194690587140485e+03 8.861450730834556644e-02 2
190 -2.876079148486779559e+03 3.732371798204425772e-02 4
191 -2.863839224197364729e+03 5.483496088183673622e-01 1
191 -2.869233645881817210e+03 1.399260946845242159e-01 1
148 -3.116724922312308991e+03 8.080069630085275900e-01 2
176 -2.937735345372821939e+03 3.345548564167633021e-02 3
176 -2.940156825332255721e+03 6.288137072501935876e-01 3
189 -2.876204688745265230e+03 5.122050445878926217e-01 1
190 -2.871468009769719174e+03 9.425797928725339336e-02 4
192 -2.863760098014535288e+03 5.191872456154404958e-01 4
192 -2.867010878794252676e+03 7.665000977124313275e-01 4
176 -2.943595085778064004e+03 6.863674221034314904e-01 3
177 -2.937916117353726349e+03 4.260550255097027006e-01 3
183 -2.906923469216318153e+03 9.644432557542111928e-01 0
192 -2.865792652905155592e+03 7.569174438556469653e-01 4
190 -2.872741455483033860e+03 8.212929011231344667e-01 1
177 -2.932699238448604774e+03 9.895837399569709092e-01 3
185 -2.885446568341213606e+03 3.996838746737867432e-01 4
152 -3.086131809850942773e+03 6.153619116243929099e-01 2
177 -2.936691806048826493e+03 5.471716933204129329e-01 3
150 -3.099122754100490056e+03 7.627650135995065472e-01 2
151 -3.086007191899907411e+03 1.427201962980526317e-01 2
178 -2.924121707551467807e+03 3.655130963761354934e-01 0
176 -2.939676976198170451e+03 3.133800201103275063e-01 3
180 -2.923039899288134620e+03 9.996388173151264933e-01 0
175 -2.936158000163164161e+03 9.407004687926634467e-02 3
148 -3.118282936498440904e+03 3.402504562999234539e-01 2
191 -2.869333966732185672e+03 3.891987439059114706e-01 1
190 -2.874228112540613438e+03 4.842299748405736182e-01 4
177 -2.935189519370825110e+03 4.274215029899566115e-02 0
176 -2.942794813684366090e+03 4.634790758776219377e-01 3
176 -2.943122351991737560e+03 1.610574251363052767e-01 3
177 -2.938237073392459934e+03 7.749879170685812779e-01 0
148 -3.119987006995014781e+03 4.087963449344239053e-01 2
192 -2.865987084778057579e+03 1.706502725740190740e-01 1
190 -2.872989931237872042e+03 7.211032825027943183e-01 4
190 -2.877654321009948944e+03 4.941543112726040077e-01 4
149 -3.102603881016559171e+03 5.202529057390936629e-01 2
177 -2.938718189626614276e+03 4.070839667226102132e-01 3
154 -3.073939337198768044e+03 4.182560404032293899e-01 2
182 -2.908576246936012467e+03 9.895943431700695569e-01 0
157 -3.054480283312531810e+03 3.383042290899074267e-01 2
175 -2.949008610609379502e+03 6.689807193843126665e-02 3
174 -2.954459656074032864e+03 6.702887487311333103e-01 3
178 -2.934708296254867037e+03 2.896956449304830539e-01 3
155 -3.067980958674316753e+03 3.182752233744013393e-01 2
190 -2.866386421150719343e+03 4.355481300639802988e-01 1
183 -2.907179801274683996e+03 6.864140059417369599e-01 0
193 -2.863194331147989942e+03 4.308196402377575396e-01 1
190 -2.876518569200766251e+03 8.117210097090179488e-01 4
189 -2.877793807038223804e+03 8.162369627138904571e-01 4
190 -2.877271649586600688e+03 1.598816871156953923e-01 4
190 -2.868623170216891594e+03 1.154610916381966224e-01 1
180 -2.921356087769840087e+03 8.191206914949877849e-01 0
192 -2.863066652772774887e+03 8.427419801109570230e-01 1
158 -3.046567559509186140e+03 2.606521125136009309e-01 2
193 -2.862845965696059466e+03 9.388148257294337551e-01 1
173 -2.959852702671515544e+03 4.144824137446920798e-01 3
157 -3.056203737562614151e+03 6.375982387585703570e-01 2
183 -2.907672952079044080e+03 6.943764972172609962e-02 0
193 -2.858698131624947564e+03 2.269311139933686827e-01 1
193 -2.849292712916314485e+03 5.400302310538176442e-01 1
158 -3.044870631961628078e+03 1.572964291297829220e-01 2
188 -2.871820934495824986e+03 3.913250170025275171e-04 4
192 -2.866752637729422077e+03 4.466938779451959385e-01 4
171 -2.973855501831053971e+03 6.053760452401300007e-01 3
159 -3.042142709039801048e+03 8.860795187274845830e-01 2
193 -2.859469570520836442e+03 8.979692609080505150e-01 4
181 -2.915787075615314279e+03 3.475898326947733930e-01 0
184 -2.899427485465374957e+03 1.134888168698786615e-01 0
193 -2.862320225130631115e+03 2.738956443673270513e-01 4
186 -2.891481458464760181e+03 3.290840159919108387e-01 1
193 -2.856425372911969134e+03 1.030532148932427478e-01 4
182 -2.908385566845851372e+03 8.889207271104653252e-01 0
159 -3.028036565945916664e+03 1.193682605762562687e-01 2
174 -2.955901578821646581e+03 3.601109839332140017e-01 3
174 -2.956107007212449389e+03 6.035717253213834788e-02 3
179 -2.927031291628591134e+03 9.861152002978114117e-01 0
193 -2.857621344267148288e+03 3.841640566123994960e-01 4
178 -2.932011300121623663e+03 4.267815148485793464e-01 0
190 -2.877099833815162583e+03 7.058721702145831500e-01 1
157 -3.049229200923200096e+03 5.335216503084061479e-01 2
176 -2.942591378404439183e+03 3.791918639472424690e-01 0
159 -3.020615659884882916e+03 6.345574250245434866e-01 2
178 -2.932174088367728473e+03 4.045286018938498152e-01 0
175 -2.930679479290393374e+03 1.835405904436875346e-01 0
190 -2.876844742449389742e+03 6.761708991612193353e-02 4
157 -3.039779220297057236e+03 9.308639208283755462e-01 2
173 -2.960917080688237547e+03 7.845909975376992307e-01 3
166 -2.990247656819361509e+03 1.746652711637140254e-01 3
192 -2.864623638997930811e+03 5.585504727561116933e-01 1
193 -2.859891277747392451e+03 1.810479816260162356e-01 4
156 -3.054636739452312213e+03 2.204972516769885260e-01 2
194 -2.845222396036033842e+03 5.614483498397703221e-01 1
194 -2.851522966666845605e+03 5.346374538175585611e-01 1
159 -3.043950756644108878e+03 2.419725888649602863e-01 2
157 -3.039293782131642729e+03 9.506673590634768800e-01 2
194 -2.851777619286629943e+03 6.629928255009897020e-01 4
161 -3.031361826908867897e+03 3.789330561570825040e-01 2
182 -2.913811581271147588e+03 7.618081428044169989e-01 0
160 -3.029982288147209601e+03 7.409448893837016215e-01 2
181 -2.915892943122658835e+03 9.186543164513990556e-01 0
161 -3.024727210304975415e+03 7.806712689913656300e-01 2
169 -2.966788943693246438e+03 9.413942393564332933e-01 3
180 -2.916436849499221353e+03 3.709791245085287126e-01 0
192 -2.865909521362528267e+03 5.513748707199592758e-01 1
178 -2.920589614063745103e+03 4.346872239632777468e-01 0
179 -2.915866024319911958e+03 1.080953963102156412e-01 0
193 -2.859588436805997389e+03 2.931373038446318802e-01 4
154 -3.066271594996751446e+03 1.621580796822513770e-01 2
