# Config file: malbek.conf
# verbosity_level 1        
# xtal_length 30.0         
# xtal_radius 30.3         
# top_bullet_radius    0   
# bottom_bullet_radius 0   
# pc_length    0.0         
# pc_radius    2.0         
# taper_length 0         
# wrap_around_radius  15.1    
# ditch_depth        2.032     
# ditch_thickness    6.35     
# Li_thickness 1.        
# xtal_grid         0.1    
# impurity_z0       -2.1  
# impurity_gradient 0.25  
# xtal_HV           3500.0   
# max_iterations    30000  
# write_field       1      
# write_WP          1      
# drift_name dat/drift_vel_tcorr.tab    
# field_name    fields/malbek_ev.dat    
# wp_name    fields/malbek_wp.dat    
# xtal_temp         90     
# preamp_tau        0     
# time_steps_calc   8000   
# step_time_calc    1.0    
# step_time_out     10.0   
# charge_cloud_size 0      
# use_diffusion     0      
#
# HV bias in fieldgen: 3500.0 V
# Detector is fully depleted.
#
## r (mm), z (mm), WP
   0.00    0.00   1.000000
   0.00    0.10   0.967767
   0.00    0.20   0.935689
   0.00    0.30   0.903919
   0.00    0.40   0.872598
   0.00    0.50   0.841857
   0.00    0.60   0.811811
   0.00    0.70   0.782557
   0.00    0.80   0.754175
   0.00    0.90   0.726727
   0.00    1.00   0.700258
   0.00    1.10   0.674797
   0.00    1.20   0.650358
   0.00    1.30   0.626944
   0.00    1.40   0.604545
   0.00    1.50   0.583146
   0.00    1.60   0.562721
   0.00    1.70   0.543241
   0.00    1.80   0.524673
   0.00    1.90   0.506981
   0.00    2.00   0.490128
   0.00    2.10   0.474074
   0.00    2.20   0.458780
   0.00    2.30   0.444210
   0.00    2.40   0.430324
   0.00    2.50   0.417086
   0.00    2.60   0.404462
   0.00    2.70   0.392417
   0.00    2.80   0.380919
   0.00    2.90   0.369938
   0.00    3.00   0.359444
   0.00    3.10   0.349411
   0.00    3.20   0.339811
   0.00    3.30   0.330622
   0.00    3.40   0.321819
   0.00    3.50   0.313382
   0.00    3.60   0.305289
   0.00    3.70   0.297523
   0.00    3.80   0.290066
   0.00    3.90   0.282900
   0.00    4.00   0.276011
   0.00    4.10   0.269383
   0.00    4.20   0.263004
   0.00    4.30   0.256859
   0.00    4.40   0.250937
   0.00    4.50   0.245227
   0.00    4.60   0.239718
   0.00    4.70   0.234401
   0.00    4.80   0.229265
   0.00    4.90   0.224302
   0.00    5.00   0.219504
   0.00    5.10   0.214864
   0.00    5.20   0.210373
   0.00    5.30   0.206024
   0.00    5.40   0.201813
   0.00    5.50   0.197731
   0.00    5.60   0.193775
   0.00    5.70   0.189937
   0.00    5.80   0.186213
   0.00    5.90   0.182599
   0.00    6.00   0.179089
   0.00    6.10   0.175680
   0.00    6.20   0.172366
   0.00    6.30   0.169145
   0.00    6.40   0.166013
   0.00    6.50   0.162966
   0.00    6.60   0.160000
   0.00    6.70   0.157114
   0.00    6.80   0.154303
   0.00    6.90   0.151565
   0.00    7.00   0.148897
   0.00    7.10   0.146296
   0.00    7.20   0.143761
   0.00    7.30   0.141289
   0.00    7.40   0.138877
   0.00    7.50   0.136524
   0.00    7.60   0.134227
   0.00    7.70   0.131985
   0.00    7.80   0.129795
   0.00    7.90   0.127657
   0.00    8.00   0.125568
   0.00    8.10   0.123526
   0.00    8.20   0.121531
   0.00    8.30   0.119580
   0.00    8.40   0.117672
   0.00    8.50   0.115807
   0.00    8.60   0.113982
   0.00    8.70   0.112196
   0.00    8.80   0.110448
   0.00    8.90   0.108738
   0.00    9.00   0.107063
   0.00    9.10   0.105423
   0.00    9.20   0.103817
   0.00    9.30   0.102244
   0.00    9.40   0.100703
   0.00    9.50   0.099192
   0.00    9.60   0.097712
   0.00    9.70   0.096261
   0.00    9.80   0.094839
   0.00    9.90   0.093444
   0.00   10.00   0.092076
   0.00   10.10   0.090734
   0.00   10.20   0.089418
   0.00   10.30   0.088127
   0.00   10.40   0.086860
   0.00   10.50   0.085616
   0.00   10.60   0.084395
   0.00   10.70   0.083197
   0.00   10.80   0.082020
   0.00   10.90   0.080865
   0.00   11.00   0.079730
   0.00   11.10   0.078615
   0.00   11.20   0.077520
   0.00   11.30   0.076444
   0.00   11.40   0.075387
   0.00   11.50   0.074348
   0.00   11.60   0.073327
   0.00   11.70   0.072324
   0.00   11.80   0.071337
   0.00   11.90   0.070367
   0.00   12.00   0.069413
   0.00   12.10   0.068474
   0.00   12.20   0.067552
   0.00   12.30   0.066644
   0.00   12.40   0.065751
   0.00   12.50   0.064872
   0.00   12.60   0.064008
   0.00   12.70   0.063157
   0.00   12.80   0.062319
   0.00   12.90   0.061495
   0.00   13.00   0.060684
   0.00   13.10   0.059885
   0.00   13.20   0.059098
   0.00   13.30   0.058324
   0.00   13.40   0.057561
   0.00   13.50   0.056810
   0.00   13.60   0.056070
   0.00   13.70   0.055341
   0.00   13.80   0.054623
   0.00   13.90   0.053915
   0.00   14.00   0.053218
   0.00   14.10   0.052531
   0.00   14.20   0.051854
   0.00   14.30   0.051186
   0.00   14.40   0.050528
   0.00   14.50   0.049879
   0.00   14.60   0.049240
   0.00   14.70   0.048609
   0.00   14.80   0.047987
   0.00   14.90   0.047374
   0.00   15.00   0.046769
   0.00   15.10   0.046172
   0.00   15.20   0.045583
   0.00   15.30   0.045003
   0.00   15.40   0.044430
   0.00   15.50   0.043864
   0.00   15.60   0.043306
   0.00   15.70   0.042756
   0.00   15.80   0.042212
   0.00   15.90   0.041676
   0.00   16.00   0.041146
   0.00   16.10   0.040624
   0.00   16.20   0.040107
   0.00   16.30   0.039598
   0.00   16.40   0.039095
   0.00   16.50   0.038598
   0.00   16.60   0.038107
   0.00   16.70   0.037622
   0.00   16.80   0.037143
   0.00   16.90   0.036670
   0.00   17.00   0.036203
   0.00   17.10   0.035741
   0.00   17.20   0.035284
   0.00   17.30   0.034833
   0.00   17.40   0.034388
   0.00   17.50   0.033947
   0.00   17.60   0.033512
   0.00   17.70   0.033081
   0.00   17.80   0.032656
   0.00   17.90   0.032235
   0.00   18.00   0.031819
   0.00   18.10   0.031408
   0.00   18.20   0.031001
   0.00   18.30   0.030599
   0.00   18.40   0.030201
   0.00   18.50   0.029807
   0.00   18.60   0.029418
   0.00   18.70   0.029032
   0.00   18.80   0.028651
   0.00   18.90   0.028274
   0.00   19.00   0.027901
   0.00   19.10   0.027532
   0.00   19.20   0.027166
   0.00   19.30   0.026804
   0.00   19.40   0.026446
   0.00   19.50   0.026092
   0.00   19.60   0.025741
   0.00   19.70   0.025393
   0.00   19.80   0.025049
   0.00   19.90   0.024708
   0.00   20.00   0.024370
   0.00   20.10   0.024036
   0.00   20.20   0.023705
   0.00   20.30   0.023377
   0.00   20.40   0.023052
   0.00   20.50   0.022730
   0.00   20.60   0.022411
   0.00   20.70   0.022095
   0.00   20.80   0.021782
   0.00   20.90   0.021471
   0.00   21.00   0.021163
   0.00   21.10   0.020858
   0.00   21.20   0.020556
   0.00   21.30   0.020256
   0.00   21.40   0.019959
   0.00   21.50   0.019664
   0.00   21.60   0.019371
   0.00   21.70   0.019081
   0.00   21.80   0.018794
   0.00   21.90   0.018509
   0.00   22.00   0.018226
   0.00   22.10   0.017945
   0.00   22.20   0.017666
   0.00   22.30   0.017390
   0.00   22.40   0.017116
   0.00   22.50   0.016843
   0.00   22.60   0.016573
   0.00   22.70   0.016305
   0.00   22.80   0.016039
   0.00   22.90   0.015774
   0.00   23.00   0.015512
   0.00   23.10   0.015251
   0.00   23.20   0.014993
   0.00   23.30   0.014736
   0.00   23.40   0.014480
   0.00   23.50   0.014227
   0.00   23.60   0.013975
   0.00   23.70   0.013725
   0.00   23.80   0.013476
   0.00   23.90   0.013229
   0.00   24.00   0.012983
   0.00   24.10   0.012739
   0.00   24.20   0.012496
   0.00   24.30   0.012255
   0.00   24.40   0.012016
   0.00   24.50   0.011777
   0.00   24.60   0.011540
   0.00   24.70   0.011304
   0.00   24.80   0.011070
   0.00   24.90   0.010837
   0.00   25.00   0.010605
   0.00   25.10   0.010374
   0.00   25.20   0.010144
   0.00   25.30   0.009916
   0.00   25.40   0.009689
   0.00   25.50   0.009462
   0.00   25.60   0.009237
   0.00   25.70   0.009013
   0.00   25.80   0.008790
   0.00   25.90   0.008568
